,ymd,close,open,high,low,volume,ema3,ema5,ema10,ema14,ema20,ema50,ema200
0,20180511.0,0.5,0.5,0.5,0.4,42211.0,,,,,,,
1,20180504.0,0.5,0.4,0.5,0.3,71160.0,0.5,,,,,,
2,20180427.0,0.5,0.5,0.5,0.4,96787.0,0.5,,,,,,
3,20180420.0,0.5,0.5,0.5,0.4,62710.0,0.5,0.5,,,,,
4,20180413.0,0.5,0.5,0.6,0.4,426168.0,0.5,0.5,,,,,
5,20180406.0,0.6,0.6,0.6,0.5,75225.0,0.55,0.5333333333333332,,,,,
6,20180330.0,0.6,0.5,0.6,0.5,21455.0,0.575,0.5555555555555555,,,,,
7,20180323.0,0.6,0.5,0.6,0.5,176451.0,0.5874999999999999,0.5703703703703704,,,,,
8,20180316.0,0.6,0.6,0.6,0.5,287059.0,0.59375,0.5802469135802469,0.5399999999999999,,,,
9,20180309.0,0.5,0.6,0.6,0.5,313115.0,0.546875,0.5534979423868313,0.5327272727272726,,,,
10,20180302.0,0.6,0.6,0.6,0.5,396465.0,0.5734375,0.5689986282578874,0.5449586776859503,,,,
11,20180223.0,0.6,0.7,0.7,0.6,458552.0,0.58671875,0.5793324188385917,0.5549661908339593,,,,
12,20180209.0,0.7,0.7,0.7,0.7,339100.0,0.643359375,0.6195549458923945,0.581335974318694,0.557142857142857,,,
13,20180202.0,0.8,0.9,0.9,0.7,479556.0,0.7216796875,0.6797032972615963,0.6210930698971133,0.5895238095238095,,,
14,20180126.0,0.8,0.8,0.8,0.8,585544.0,0.76083984375,0.7198021981743976,0.6536216026430927,0.6175873015873016,,,
15,20180119.0,0.7,0.7,0.7,0.7,441894.0,0.7304199218750002,0.7132014654495983,0.662054038526167,0.6285756613756613,,,
16,20180112.0,0.6,0.6,0.6,0.5,1357000.0,0.6652099609375,0.6754676436330656,0.6507714860668636,0.6247655731922397,,,
17,20180105.0,0.5,0.6,0.6,0.4,267500.0,0.58260498046875,0.6169784290887104,0.6233584886001613,0.6081301634332745,,,
