,ymd,close,open,high,low,volume,ema3,ema5,ema10,ema14,ema20,ema50,ema200
0,20180515.0,17.0,17.0,17.0,17.0,300.0,,,,,,,
1,20180509.0,18.0,18.0,18.0,18.0,100.0,17.333333333333332,,,,,,
2,20180507.0,18.0,18.0,18.0,18.0,100.0,17.66666666666666,,,,,,
3,20180427.0,17.6,17.6,17.6,17.6,100.0,17.633333333333333,17.52,,,,,
4,20180426.0,16.0,16.0,16.0,16.0,1000.0,16.816666666666666,17.013333333333332,,,,,
5,20180423.0,16.0,16.0,16.0,16.0,100.0,16.40833333333333,16.675555555555555,,,,,
6,20180418.0,17.5,17.0,17.5,17.0,1200.0,16.954166666666662,16.95037037037037,,,,,
7,20180416.0,18.0,18.0,18.0,18.0,1700.0,17.477083333333333,17.300246913580242,,,,,
8,20180413.0,18.5,18.5,18.5,18.5,142.0,17.988541666666666,17.7001646090535,17.36,,,,
9,20180402.0,18.5,18.5,18.5,18.5,1900.0,18.244270833333328,17.966776406035667,17.567272727272726,,,,
10,20180328.0,20.0,20.0,20.0,20.0,100.0,19.122135416666662,18.644517604023775,18.009586776859503,,,,
11,20180315.0,19.0,19.0,19.0,19.0,28.0,19.06106770833333,18.763011736015848,18.1896619083396,,,,
12,20180309.0,19.0,19.0,19.0,19.0,10.0,19.030533854166663,18.842007824010565,18.336996106823303,17.86428571428571,,,
13,20180308.0,19.0,19.0,19.0,19.0,220.0,19.015266927083328,18.894671882673713,18.457542269219065,18.015714285714285,,,
14,20180302.0,20.0,22.9,22.9,20.0,5300.0,19.507633463541666,19.263114588449138,18.737989129361054,18.280285714285714,,,
15,20180301.0,21.4,21.4,21.4,21.4,100.0,20.453816731770832,19.975409725632762,19.22199110584086,18.696247619047615,,,
16,20180209.0,19.9,21.9,21.9,19.9,300.0,20.176908365885414,19.95027315042184,19.345265450233434,18.856747936507936,,,
17,20180201.0,20.0,20.0,20.0,20.0,5600.0,20.08845418294271,19.96684876694789,19.46430809564553,19.009181544973544,,,
18,20180131.0,20.0,19.9,20.0,19.9,5000.0,20.04422709147136,19.977899177965263,19.561706623709984,19.141290672310404,18.52,,
19,20180129.0,20.0,20.0,20.0,20.0,5000.0,20.02211354573568,19.98526611864351,19.641396328489986,19.255785249335684,18.66095238095238,,
20,20180123.0,20.0,20.0,20.0,20.0,800.0,20.01105677286784,19.990177412429006,19.706596996037263,19.355013882757593,18.788480725623582,,
21,20180118.0,20.0,20.0,20.0,20.0,25.0,20.00552838643392,19.993451608286,19.75994299675776,19.441012031723247,18.90386351365943,,
22,20180112.0,20.0,20.0,20.0,20.0,133.0,20.00276419321696,19.995634405524005,19.803589724619982,19.51554376082681,19.008257464739486,,
23,20180109.0,21.0,21.0,21.0,21.0,300.0,20.50138209660848,20.330422937016003,20.02111886559817,19.713471259383237,19.197947230002395,,
24,20171229.0,20.0,20.0,20.0,20.0,400.0,20.25069104830424,20.22028195801067,20.01727907185305,19.751675091465472,19.274333208097403,,
25,20171226.0,20.0,20.0,20.0,20.0,300.0,20.12534552415212,20.146854638673776,20.014137422425215,19.78478507927008,19.343444331135743,,
26,20171225.0,20.0,20.0,20.0,20.0,300.0,20.062672762076062,20.097903092449183,20.011566981984274,19.813480402034063,19.405973442456155,,
27,20171218.0,19.8,19.8,19.8,19.8,1100.0,19.93133638103803,19.998602061632795,19.97310025798713,19.81168301509619,19.44349978126985,,
28,20171215.0,20.0,20.0,20.0,20.0,300.0,19.96566819051901,19.999068041088528,19.97799112017129,19.836791946416692,19.496499802101294,,
29,20171213.0,20.1,20.1,20.1,20.1,100.0,20.032834095259506,20.032712027392357,20.000174552867417,19.871886353561138,19.553976011424975,,
30,20171212.0,21.9,21.9,21.9,21.9,100.0,20.966417047629758,20.655141351594906,20.345597361436976,20.14230150641965,19.777406867479744,,
31,20171208.0,20.2,20.2,20.2,20.2,6.0,20.58320852381488,20.503427567729936,20.31912511390298,20.14999463889703,19.817653832481678,,
32,20171207.0,20.2,20.2,20.2,20.2,300.0,20.39160426190744,20.402285045153285,20.297466002284256,20.156662020377425,19.854067753197704,,
33,20171206.0,22.3,22.3,22.3,22.3,800.0,21.34580213095372,21.034856696768863,20.661563092778028,20.442440417660436,20.08701368146459,,
34,20171129.0,22.1,22.1,22.1,22.1,200.0,21.72290106547686,21.389904464512572,20.923097075909297,20.663448361972378,20.278726664182248,,
35,20171124.0,22.1,22.1,22.1,22.1,500.0,21.91145053273843,21.626602976341722,21.137079425743966,20.854988580376062,20.452181267593467,,
36,20171122.0,24.4,24.0,24.4,24.0,500.0,23.15572526636922,22.55106865089448,21.730337711972336,21.32765676965925,20.828164004013125,,
37,20171114.0,24.9,23.9,24.9,23.9,1400.0,24.027862633184608,23.33404576726298,22.306639946159187,21.803969200371352,21.215957908392834,,
38,20171109.0,23.6,19.4,23.6,19.4,300.0,23.8139313165923,23.422697178175326,22.541796319584794,22.04343997365517,21.443009536164947,,
39,20171108.0,21.5,21.5,21.5,21.5,1600.0,22.656965658296155,22.78179811878355,22.352378806933007,21.97098131050115,21.448437199387328,,
40,20171107.0,23.5,23.5,23.5,23.5,300.0,23.078482829148076,23.021198745855695,22.561037205672463,22.174850469100996,21.64382413277901,,
41,20171027.0,23.5,23.5,23.5,23.5,300.0,23.28924141457404,23.180799163903803,22.731757713732012,22.351537073220864,21.82060278680006,,
42,20171017.0,24.0,24.0,24.0,24.0,100.0,23.644620707287014,23.453866109269203,22.962347220326194,22.57133213012475,22.028164426152433,,
43,20171002.0,23.0,23.5,23.5,23.0,500.0,23.32231035364351,23.302577406179463,22.969193180266885,22.628487846108115,22.120720195090296,,
44,20170926.0,24.5,24.5,24.5,24.5,1400.0,23.911155176821755,23.701718270786312,23.247521692945632,22.87802279996037,22.347318271748364,,
45,20170925.0,23.3,23.3,23.3,23.3,88.0,23.60557758841088,23.567812180524204,23.257063203319152,22.93428642663232,22.438049864915182,,
46,20170922.0,23.3,23.1,23.3,23.0,400.0,23.45278879420544,23.4785414536828,23.264869893624763,22.98304823641468,22.520140353970884,,
47,20170920.0,24.5,24.5,24.5,24.5,1300.0,23.97639439710272,23.819027635788537,23.48943900387481,23.185308471559388,22.708698415497466,,
48,20170919.0,24.5,24.5,24.5,24.5,952.0,24.238197198551358,24.046018423859028,23.673177366806655,23.36060067535147,22.87929856640247,20.572,
49,20170918.0,24.5,24.5,24.5,24.5,500.0,24.36909859927568,24.197345615906016,23.82350875466,23.512520585304607,23.033651083887943,20.726039215686274,
50,20170911.0,24.2,24.2,24.2,24.2,66.0,24.284549299637842,24.198230410604005,23.891961708358178,23.604184507263994,23.144731933041474,20.862272971933873,
51,20170906.0,24.2,24.9,24.9,24.2,1000.0,24.24227464981892,24.198820273736008,23.947968670474875,23.68362657296213,23.245233653704194,20.993164227936465,
52,20170823.0,24.0,23.5,24.0,22.1,2000.0,24.121137324909455,24.132546849157336,23.957428912206712,23.725809696567175,23.31711616287522,21.111079356252677,
53,20170822.0,24.0,24.0,24.0,24.0,1100.0,24.060568662454727,24.088364566104893,23.96516910998731,23.762368403691553,23.382152718791865,21.22437036188983,
54,20170817.0,24.5,24.5,24.5,24.5,2000.0,24.28028433122736,24.225576377403257,24.062411089989617,23.860719283199344,23.48861436462121,21.352826426129447,
55,20170816.0,24.5,24.5,24.5,24.5,500.0,24.39014216561368,24.317050918268833,24.141972709991506,23.945956712106106,23.584936806085857,21.476244997653787,
56,20170814.0,25.0,24.5,25.0,24.5,3300.0,24.69507108280684,24.54470061217923,24.297977671811232,24.08649581715862,23.719704729315772,21.614431468334022,
57,20170809.0,25.9,25.9,25.9,25.9,5000.0,25.297535541403416,24.996467074786143,24.58925445875464,24.32829637487081,23.927351897952366,21.78249297937975,
58,20170808.0,24.2,24.1,24.2,24.1,2030.0,24.74876777070171,24.73097804985744,24.51848092079925,24.311190191554694,23.953318383861667,21.877297176266815,
59,20170807.0,24.0,23.0,24.0,23.0,3900.0,24.374383885350852,24.487318699904964,24.424211662472114,24.269698166014074,23.95776425206532,21.960540424256354,
60,20170721.0,24.0,24.0,24.0,24.0,200.0,24.187191942675422,24.32487913326997,24.347082269295367,24.23373841054553,23.96178670424957,22.040519231148263,
61,20170720.0,24.0,24.0,24.0,24.0,100.0,24.09359597133772,24.21658608884665,24.28397640215076,24.202573289139455,23.965426065749615,22.117361614240487,
62,20170719.0,24.0,24.3,24.3,24.0,1300.0,24.046797985668857,24.144390725897765,24.23234432903244,24.1755635172542,23.968718821392507,22.19119057054478,
63,20170714.0,24.0,24.0,24.0,24.0,278.0,24.023398992834434,24.096260483931843,24.190099905572,24.15215504828697,23.971697981259886,22.26212427366067,
64,20170713.0,24.3,25.0,25.0,24.3,844.0,24.161699496417214,24.164173655954567,24.210081740922533,24.17186770851537,24.00296484018752,22.342040968811233,
65,20170707.0,24.5,24.2,24.5,24.2,2000.0,24.330849748208607,24.27611577063638,24.262794151663897,24.215618680713327,24.05030152207442,22.426666813171572,
66,20170703.0,25.0,25.0,25.0,25.0,1100.0,24.665424874104303,24.517410513757586,24.396831578634092,24.320202856618213,24.140748996162568,22.527581840106023,
67,20170627.0,25.0,25.0,25.0,25.0,100.0,24.832712437052155,24.678273675838394,24.50649856433699,24.410842475735787,24.222582425099468,22.624539415003827,
68,20170622.0,24.0,24.0,24.0,24.0,2500.0,24.416356218526072,24.452182450558926,24.414407916275717,24.356063478971013,24.201384098899517,22.678479045787995,
69,20170621.0,25.5,25.0,25.5,25.0,1100.0,24.95817810926304,24.801454967039284,24.61178829513468,24.50858834844155,24.32506180376623,22.789126926345325,
70,20170620.0,25.5,25.5,25.5,25.5,8100.0,25.22908905463152,25.03430331135952,24.77328133238292,24.640776568649343,24.43696067959802,22.895435674331782,
71,20170616.0,26.0,25.2,26.0,25.2,5300.0,25.614544527315758,25.356202207573016,24.99632109013148,24.822006359496097,24.585821567255348,23.01718329494622,
72,20170614.0,25.6,25.5,25.6,25.5,300.0,25.607272263657883,25.43746813838201,25.106080891925753,24.925738844896614,24.682409989421508,23.118470224556177,
73,20170608.0,25.0,25.0,25.0,25.0,200.0,25.303636131828934,25.29164542558801,25.08679345703016,24.935640332243732,24.712656657095646,23.192255705946128,
74,20170606.0,25.0,25.0,25.0,25.0,100.0,25.151818065914465,25.19443028372534,25.071012828479226,24.944221621277908,24.7400226897532,23.263147639046277,
75,20170605.0,25.0,25.2,25.2,25.0,11000.0,25.075909032957235,25.129620189150227,25.05810140511936,24.951658738440848,24.764782433586234,23.33125949633858,
76,20170601.0,25.0,25.0,25.0,25.0,100.0,25.037954516478617,25.08641345943348,25.047537513279483,24.958104239982074,24.787184106578017,23.396700300403737,
77,20170531.0,25.0,25.0,25.0,25.0,200.0,25.018977258239314,25.057608972955656,25.038894329046844,24.963690341317797,24.80745228690392,23.45957479842712,
78,20170530.0,24.9,24.8,24.9,24.8,700.0,24.95948862911965,25.0050726486371,25.013640814674694,24.955198295808753,24.816266354817838,23.516062061233896,
79,20170524.0,24.8,24.8,24.8,24.8,2200.0,24.879744314559826,24.936715099091398,24.974797030188384,24.93450518970092,24.814717178168518,23.566412568636487,
80,20170518.0,22.6,22.6,22.6,22.6,100.0,23.739872157279915,24.157810066060936,24.54301575197232,24.62323783107413,24.603791732628657,23.528514036533096,
81,20170516.0,25.0,25.0,25.0,25.0,10032.0,24.369936078639963,24.43854004404062,24.626103797068257,24.673472786930912,24.641525853330695,23.58621936843376,
82,20170515.0,24.5,24.0,24.5,24.0,200.0,24.434968039319973,24.459026696027085,24.603175833964933,24.650343082006792,24.62804720063253,23.62205390300499,
83,20170510.0,25.0,25.0,25.0,25.0,162.0,24.71748401965999,24.639351130684723,24.675325682334943,24.69696400440588,24.663471276762767,23.67609100484793,
84,20170505.0,25.5,25.5,25.5,25.5,100.0,25.108742009829996,24.92623408712315,24.82526646736496,24.8040354704851,24.74314067897584,23.747616847795065,
85,20170503.0,25.4,25.4,25.4,25.4,100.0,25.254371004915,25.084156058082094,24.929763473298596,24.88349740775376,24.805698709549567,23.812416187097224,
86,20170425.0,23.5,23.5,23.5,23.5,18.0,24.377185502457504,24.5561040387214,24.6698064781534,24.699031086719916,24.681346451497223,23.800164571916945,
87,20170420.0,23.5,23.5,23.5,23.5,200.0,23.938592751228754,24.204069359147603,24.457114391216415,24.539160275157265,24.56883726564035,23.788393412233923,
88,20170418.0,24.0,24.1,24.1,24.0,200.0,23.96929637561437,24.136046239431725,24.374002683722523,24.467272238469626,24.514662287960313,23.79669170979337,
89,20170417.0,24.1,24.1,24.1,24.1,100.0,24.034648187807186,24.12403082628782,24.324184013954792,24.41830260667368,24.475170641487903,23.80858615254657,
90,20170414.0,24.5,24.5,24.5,24.5,200.0,24.2673240939036,24.24935388419188,24.356150556872098,24.42919559245052,24.47753534229858,23.83570042107416,
91,20170413.0,25.0,24.5,25.0,24.0,4400.0,24.6336620469518,24.499569256127916,24.473214091986268,24.505302846790446,24.52729388112728,23.88135922809086,
92,20170411.0,25.5,25.5,25.5,25.5,300.0,25.0668310234759,24.833046170751942,24.65990243889785,24.63792913388505,24.619932559115167,23.94483533679318,
93,20170410.0,25.0,26.0,26.0,25.0,1200.0,25.03341551173795,24.888697447167964,24.72173835909824,24.686205249367045,24.656129458247047,23.98621434319344,
94,20170405.0,26.9,24.1,26.9,24.0,500.0,25.966707755868974,25.559131631445307,25.11778593017129,24.981377882784773,24.869831414604477,24.100480447381933,
95,20170403.0,24.8,24.8,24.8,24.8,200.0,25.38335387793449,25.306087754296872,25.06000667014015,24.957194165080136,24.86318080368976,24.127912586700294,
96,20170331.0,22.6,24.5,24.5,22.6,15800.0,23.991676938967245,24.404058502864583,24.61273273011466,24.64290160973612,24.64763977476693,24.06799444604538,
