,ymd,close,open,high,low,volume,ema3,ema5,ema10,ema14,ema20,ema50,ema200
0,20170509.0,7.4,7.4,7.4,7.4,100.0,,,,,,,
1,20170504.0,8.5,8.5,8.5,8.5,100.0,8.200000000000001,,,,,,
2,20161021.0,10.8,10.8,10.8,10.8,100.0,9.5,,,,,,
3,20160826.0,7.4,9.7,9.7,7.4,1200.0,8.449999999999998,8.56,,,,,
4,20160624.0,8.5,8.5,8.5,8.5,500.0,8.474999999999998,8.540000000000001,,,,,
5,20160617.0,7.7,5.8,7.7,5.8,600.0,8.0875,8.260000000000002,,,,,
6,20160610.0,6.7,6.7,6.7,6.7,100.0,7.39375,7.740000000000002,,,,,
7,20160603.0,7.9,6.9,7.9,6.9,600.0,7.646875,7.793333333333335,,,,,
8,20160525.0,6.9,6.9,6.9,6.9,1000.0,7.2734375,7.495555555555555,8.05,,,,
9,20160523.0,6.0,6.0,6.0,6.0,200.0,6.63671875,6.997037037037037,7.677272727272727,,,,
10,20151211.0,7.0,7.0,7.0,7.0,100.0,6.818359375000001,6.998024691358025,7.554132231404958,,,,
11,20151210.0,6.9,6.9,6.9,6.9,100.0,6.8591796875,6.965349794238684,7.43519909842224,,,,
12,20151203.0,8.0,8.0,8.0,8.0,100.0,7.429589843749999,7.310233196159122,7.537890171436378,7.742857142857144,,,
13,20150914.0,7.0,7.0,7.0,7.0,10000.0,7.214794921874997,7.206822130772749,7.440091958447944,7.643809523809525,,,
14,20150612.0,8.199999999999998,8.199999999999998,8.199999999999998,8.199999999999998,200.0,7.707397460937501,7.5378814205151645,7.578257056911955,7.717968253968254,,,
15,20150602.0,8.199999999999998,8.199999999999998,8.199999999999998,8.199999999999998,200.0,7.953698730468749,7.758587613676776,7.691301228382509,7.7822391534391535,,,
16,20150525.0,8.199999999999998,8.199999999999998,8.199999999999998,8.199999999999998,200.0,8.076849365234374,7.9057250757845186,7.783791914131142,7.837940599647264,,,
17,20150520.0,9.1,9.1,9.1,9.1,100.0,8.58842468261719,8.303816717189676,8.023102475198206,8.006215186360965,,,
18,20150505.0,10.0,10.0,10.0,10.0,3000.0,9.294212341308592,8.869211144793116,8.382538388798535,8.272053161512835,7.955,,
