,ymd,close,open,high,low,volume,ema3,ema5,ema10,ema14,ema20,ema50,ema200
709,20120511.0,5.5,5.7,5.7,5.3,21100.0,5.4147282138795445,5.294147253811968,5.07261373521317,4.940274233523216,4.784306189564466,4.3549357843622545,3.894792250218913
710,20120510.0,5.4,5.4,5.4,5.2,50400.0,5.407364106939772,5.329431502541312,5.132138510628957,5.001571002386786,4.842943695320232,4.395918694779421,3.909769441759024
711,20120509.0,5.1,4.8,5.1,4.7,12700.0,5.253682053469886,5.2529543350275425,5.126295145060056,5.014694868735216,4.8674252481468745,4.423529726356699,3.921612531890775
712,20120508.0,5.0,4.8,5.0,4.8,39100.0,5.126841026734943,5.168636223351696,5.103332391412772,5.012735552903853,4.88005141499003,4.446136403754475,3.93234275545405
713,20120507.0,4.7,4.7,4.7,4.6,22000.0,4.913420513367472,5.01242414890113,5.029999229337724,4.971037479183341,4.862903661181456,4.45609183890136,3.939981135996797
714,20120504.0,4.4,4.5,4.6,4.4,15300.0,4.656710256683736,4.808282765934087,4.915453914912684,4.89489914862556,4.818817598211793,4.453892158944443,3.944558438126182
715,20120503.0,4.5,4.5,4.5,4.3,6200.0,4.578355128341868,4.705521843956058,4.839916839474013,4.84224592880882,4.788454017429719,4.455700309574072,3.9500852198363687
716,20120502.0,4.5,4.4,4.6,4.4,33400.0,4.539177564170934,4.637014562637373,4.778113777751464,4.7966131383009785,4.760982206245935,4.457437552335873,3.9555570086937184
717,20120427.0,4.4,4.1,4.4,4.1,16400.0,4.469588782085467,4.558009708424914,4.70936581816029,4.7437313865275135,4.726602948508227,4.455185099303094,3.9599793270151737
718,20120426.0,4.2,4.1,4.2,4.1,14200.0,4.334794391042734,4.438673138949944,4.616753851222056,4.671233868323847,4.676450286745539,4.4451778405068945,3.962367592418008
719,20120425.0,4.1,4.0,4.1,4.0,46300.0,4.217397195521366,4.325782092633295,4.522798605545318,4.595069352547333,4.62155025943644,4.431641454604662,3.9637370691103646
720,20120424.0,4.1,4.0,4.1,4.0,32600.0,4.158698597760681,4.250521395088863,4.445926131809806,4.5290601055410225,4.571878806156779,4.418635907365264,3.9650929191689688
721,20120423.0,4.1,4.0,4.1,4.0,5000.0,4.12934929888034,4.2003475967259085,4.38303047148075,4.471852091468886,4.526937967475181,4.406140381586235,3.966435278182213
722,20120420.0,4.1,4.0,4.1,4.0,3800.0,4.11467464944017,4.166898397817272,4.3315703857569785,4.422271812606367,4.486277208668021,4.3941348764259915,3.967764280389356
723,20120419.0,4.0,4.2,4.2,4.0,8800.0,4.057337324720085,4.111265598544848,4.27128486107389,4.365968904258851,4.439965093556781,4.378678606762225,3.968085033818317
724,20120418.0,4.0,4.0,4.0,3.9,21700.0,4.028668662360041,4.074177065696564,4.221960340878638,4.317173050357671,4.398063656075183,4.3638284653205694,3.968402595670872
725,20120417.0,3.8,4.0,4.0,3.8,3500.0,3.914334331180021,3.9827847104643768,4.145240278900704,4.248216643643314,4.341105212639452,4.34171754511192,3.9667269479527527
726,20120416.0,4.0,3.9,4.0,3.8,15000.0,3.95716716559001,3.9885231403095847,4.118832955464212,4.215121091157539,4.308619001911885,4.328316857068314,3.9670580230975014
727,20120413.0,4.0,3.9,4.0,3.9,3400.0,3.9785835827950047,3.9923487602063896,4.097226963561628,4.186438279003201,4.279226716015514,4.315441686202891,3.967385803962203
728,20120412.0,4.0,4.1,4.1,4.0,500.0,3.9892917913975032,3.9948991734709254,4.07954933382315,4.161579841802774,4.252633695442609,4.303071423998856,3.9677103233257633
729,20120411.0,4.0,3.8,4.0,3.8,9900.0,3.9946458956987514,3.996599448980618,4.065085818582577,4.140035862895737,4.228573343495694,4.2911862701165475,3.9680316136409295
730,20120410.0,3.8,3.8,3.8,3.8,1200.0,3.897322947849376,3.931066299320412,4.016888397022108,4.0946977478429725,4.187756834591342,4.2719240634453115,3.9663596572862945
731,20120409.0,3.8,3.8,3.8,3.8,500.0,3.848661473924688,3.8873775328802735,3.9774541430180888,4.055404714797242,4.150827612249309,4.253417237427848,3.964704337313296
732,20120406.0,3.8,3.9,3.9,3.8,3200.0,3.824330736962344,3.8582516885868494,3.945189753378436,4.0213507528242785,4.117415458701757,4.235636169293422,3.963065488185801
733,20120405.0,4.0,4.0,4.0,3.9,1900.0,3.912165368481172,3.9055011257245664,3.9551552527641753,4.018503985781041,4.106233034063494,4.226395535203484,3.963432995766041
734,20120404.0,4.1,4.2,4.2,4.1,300.0,4.006082684240585,3.9703340838163776,3.9814906613525065,4.029370121010235,4.105639411771732,4.221438847548446,3.964791871430061
735,20120403.0,4.0,4.0,4.0,4.0,1400.0,4.0030413421202935,3.980222722544252,3.9848559956520506,4.025454104875536,4.09557851541252,4.212754971173997,3.965142201067572
736,20120330.0,4.0,4.1,4.1,4.0,1100.0,4.001520671060146,3.9868151483628336,3.9876094509880415,4.022060224225465,4.086475799658945,4.204411638971095,3.9654890448380447
737,20120329.0,4.3,4.3,4.3,4.3,100.0,4.150760335530073,4.091210098908556,4.0444077326265795,4.059118860995403,4.106811437786666,4.208160202148699,3.9688175120535862
738,20120328.0,4.1,4.0,4.1,3.9,2600.0,4.125380167765036,4.094140065939037,4.0545154176035645,4.064569679529349,4.106162729426032,4.203918625593848,3.970122810441113
739,20120327.0,4.1,4.2,4.2,4.1,3700.0,4.1126900838825176,4.096093377292692,4.062785341675644,4.069293722258768,4.105575802814028,4.19984338537448,3.9714151207849833
740,20120326.0,4.1,4.0,4.1,4.0,5100.0,4.106345041941259,4.097395584861793,4.069551643189161,4.0733878926242655,4.105044773974597,4.195927958497051,3.9726945723194618
741,20120323.0,3.9,3.7,3.9,3.6,9500.0,4.003172520970629,4.03159705657453,4.038724071700225,4.0502695069410315,4.085516700262731,4.1843229405167754,3.971971243241655
742,20120322.0,3.7,3.8,3.9,3.7,44100.0,3.8515862604853144,3.92106470438302,3.9771378768456382,4.00356690601556,4.048800824047232,4.165329884025921,3.969265061716863
743,20120321.0,3.9,4.2,4.2,3.9,15400.0,3.875793130242657,3.9140431362553465,3.9631128083282494,3.989757985213485,4.0346293169951135,4.154924790534708,3.968575857122665
744,20120320.0,4.1,4.1,4.1,4.1,2700.0,3.987896565121329,3.976028757503564,3.988001388632204,4.0044569205183524,4.0408550963289125,4.152770877180406,3.9698835600368665
