,ymd,close,open,high,low,volume,ema3,ema5,ema10,ema14,ema20,ema50,ema200
751,20141121.0,9.3,9.3,9.5,9.3,20448.0,9.074297435130951,8.964461405411967,8.846017512657312,8.814018278918732,8.802544271760972,8.890856363197402,9.271846470980345
752,20141120.0,9.3,9.2,9.4,9.2,56100.0,9.187148717565476,9.076307603607976,8.928559783083255,8.878815841729567,8.849921007783736,8.906901211699465,9.272126605597455
753,20141119.0,9.2,9.2,9.2,9.1,42500.0,9.193574358782737,9.117538402405316,8.97791254979539,8.921640396165625,8.883261864185286,8.918395281828897,9.27140892792982
754,20141118.0,9.1,9.0,9.3,9.0,14700.0,9.146787179391366,9.111692268270211,9.00011026801441,8.945421676676876,8.903903591405735,8.925517035482665,9.26970336645788
755,20141117.0,9.0,9.1,9.1,9.0,41390.0,9.073393589695684,9.074461512180141,9.000090219284518,8.952698786453292,8.913055630319473,8.928437936051969,9.267019750871235
756,20141114.0,9.1,9.0,9.1,8.9,23800.0,9.08669679484784,9.082974341453427,9.018255633960061,8.972338948259518,8.930859856003334,8.935165860128366,9.265357862802864
757,20141113.0,9.0,9.0,9.0,9.0,17614.0,9.043348397423921,9.055316227635618,9.014936427785504,8.976027088491584,8.937444631622064,8.937708375417447,9.262717486058557
758,20141112.0,8.9,9.0,9.0,8.9,3700.0,8.97167419871196,9.003544151757078,8.994038895460866,8.965890143359372,8.933878476229486,8.936229615597158,9.259108356844045
759,20141111.0,9.1,9.1,9.1,9.0,900.0,9.03583709935598,9.035696101171384,9.013304550831618,8.983771457578122,8.94969957373144,8.942651983612956,9.257525189114252
760,20141110.0,9.1,9.1,9.1,9.1,5900.0,9.06791854967799,9.057130734114255,9.029067359771325,8.999268596567706,8.964013900042731,8.948822494059506,9.255957774297197
761,20141107.0,9.1,9.1,9.1,9.1,8100.0,9.083959274838994,9.071420489409505,9.041964203449265,9.012699450358676,8.976964957181519,8.95475102370423,9.254405955647472
762,20141106.0,9.0,9.0,9.0,9.0,11200.0,9.041979637419498,9.047613659606338,9.034334348276673,9.011006190310852,8.97915877078328,8.956525493362891,9.251874553103717
763,20141105.0,9.1,9.0,9.1,9.0,1500.0,9.070989818709748,9.065075773070893,9.046273557680912,9.02287203160274,8.99066745928011,8.96215194460356,9.250363363520595
764,20141104.0,9.1,9.2,9.2,9.1,13138.0,9.085494909354873,9.076717182047261,9.056042001738929,9.033155760722375,9.001080082205814,8.967557750697539,9.248867210649744
765,20141103.0,9.2,9.0,9.2,9.0,31520.0,9.142747454677439,9.117811454698172,9.082216183240941,9.055401659292723,9.020024836281449,8.976673133023123,9.248380969747757
766,20141031.0,9.0,9.0,9.1,9.0,8128.0,9.07137372733872,9.078540969798782,9.067267786288046,9.048014771387027,9.01811770901655,8.977587912120256,9.245909517312455
767,20141030.0,9.1,9.0,9.1,9.0,9100.0,9.08568686366936,9.085693979865855,9.073219097872036,9.054946135202092,9.025916022443546,8.982388386154753,9.244457681319298
768,20141029.0,9.0,9.0,9.0,9.0,40600.0,9.04284343183468,9.057129319910569,9.059906534622575,9.04761998384181,9.023447829829875,8.983079037678099,9.2420252665798
769,20141028.0,9.0,8.9,9.0,8.9,24164.0,9.021421715917342,9.038086213273711,9.049014437418471,9.041270652662906,9.02121470317941,8.983742604827977,9.239617054972044
770,20141027.0,9.0,9.1,9.1,8.9,10300.0,9.01071085795867,9.025390808849142,9.040102721524205,9.035767898974516,9.01919425525756,8.984380149736683,9.237232805668835
771,20141024.0,9.1,9.0,9.1,8.9,12603.0,9.055355428979334,9.05026053923276,9.050993135792528,9.044332179111247,9.026890040471127,8.988914261511711,9.235867305114919
772,20141023.0,8.9,8.9,9.0,8.9,8262.0,8.977677714489671,9.000173692821841,9.023539838375706,9.025087888563082,9.014805274711971,8.985427427726941,9.232525341879942
773,20141022.0,8.699999999999998,9.0,9.0,8.699999999999998,12700.0,8.838838857244834,8.90011579521456,8.964714413216486,8.98174283675467,8.9848238199775,8.974234195267062,9.227226582259249
774,20141021.0,8.9,9.0,9.0,8.9,26780.0,8.869419428622418,8.900077196809708,8.952948156268036,8.97084379185405,8.976745360932021,8.971323050354627,9.223970596366119
775,20141020.0,9.2,8.5,9.2,8.5,3200.0,9.034709714311209,9.000051464539803,8.99786667331021,9.001397952940174,8.998007707509924,8.980290773870133,9.223732082969445
776,20141017.0,8.699999999999998,8.599999999999998,8.699999999999998,8.5,17000.0,8.867354857155604,8.900034309693202,8.943709096344719,8.961211559214819,8.969626021080407,8.969298978816402,9.218520818462284
777,20141016.0,8.5,8.599999999999998,8.599999999999998,8.5,8600.0,8.683677428577802,8.766689539795468,8.863034715191132,8.89971668465284,8.924899733358462,8.95089509729419,9.211371357582063
778,20141015.0,8.8,8.8,8.8,8.8,800.0,8.741838714288901,8.777793026530313,8.851573857883654,8.88642112669913,8.913004520657658,8.944977642498339,9.207278110242937
779,20141014.0,8.8,8.9,8.9,8.599999999999998,6300.0,8.77091935714445,8.785195351020208,8.842196792813901,8.874898309805912,8.90224218535693,8.939292244753307,9.203225591733057
780,20141013.0,8.9,8.699999999999998,8.9,8.699999999999998,5500.0,8.835459678572224,8.823463567346806,8.852706466847737,8.87824520183179,8.902028643894367,8.937751372410041,9.200208421666064
781,20141010.0,8.8,8.9,8.9,8.8,10505.0,8.817729839286113,8.815642378231205,8.843123472875419,8.867812508254218,8.89231163019014,8.932349357805727,9.196226248316153
782,20141009.0,8.9,8.9,9.2,8.9,6511.0,8.858864919643057,8.84376158548747,8.853464659625345,8.872104173820324,8.893043855886317,8.931080755538833,9.193278723457286
783,20141008.0,8.9,8.9,8.9,8.8,11300.0,8.87943245982153,8.862507723658313,8.861925630602554,8.875823617310948,8.893706345801906,8.929861902380447,9.19036052720398
784,20141007.0,9.0,8.9,9.0,8.9,15600.0,8.939716229910765,8.90833848243888,8.88703006140209,8.892380468336153,8.903829550963628,8.932612416012585,9.188466392604935
785,20141006.0,9.1,8.8,9.1,8.8,10800.0,9.019858114955385,8.972225654959251,8.92575186841989,8.920063072557998,8.922512450871855,8.939176634992485,9.187586129991953
786,20141003.0,8.699999999999998,8.699999999999998,8.8,8.699999999999998,4810.0,8.859929057477691,8.881483769972833,8.884706074161729,8.890721329550265,8.901320788884057,8.929797159110425,9.182734526708447
